Job Title,Key Skills
merchandiser,marketing executive| distributors| customer profiling| sales strategy| market research| business development| sales executive
accounts executive/accountant,article clerk| tax audit| business executive| compliance
associate/senior associate -,mis| claim settlement
search engine optimisation /seo specialist,digital marketing| ppc| keyword research| google adwords| linkedin| internet marketing| social media optimization| smm| smo| search engine optimization| website analysis| social media marketing| link building| google analytics| sem| pay per click| seo| social media
performance management manager,training| compensation| rewards| human resource management| competency mapping| employee engagement| performance management| talent management| hr analytics| talent development
sales/business development,banca| agency| bancassurance| direct marketing| corporate sales| direct selling| b2c| insurance| business development| alternate channel| loyalty| direct sales
associate/senior associate -,bpo| international call center| technical support| ccs| cse| cso| call centre| international bpo| international voice process| inbound| inbound process| inbound calls| outbound calls| generate leads| technical sales| outbound sales| inbound sales
marketing research executive/manager,web analytics| social media| management| research
system analyst,voice process| service desk| call coordinator
back office executive,relationship management| operations management| e commerce| powerpoint| management| monitoring| excel| business executive
design engineer,ht panels| siemens plc| autocad drawing| lt panels
assistant professor,counselor| mentor| trainer| lecturer| teaching
associate/senior associate -,customer service| help desk| information| telephony support| customer relationship| access controls| vendor management| asset management
data analyst,market analysis|research analysis|formulas|trend analysis|chemical engineering|ms access|international business|analytical skills|refinery operations|database architecture|lp modelling
technical architect,nat| automation| networking| powershell| consulting| oracle| virtualization| middleware| operations| software services
software developer,web development| web designing| digital marketing| development| software| mobile| mobile applications| graphic designing| web| design| design development| business development executive| software solutions
graphic designer,graphics| photoshop| fine arts| corel draw
software developer,c++| javascript| php| jquery| xml| mysql| html| perl| ajax| android
chartered accountant,finance| management accounting| cwa| budgeting| ca| forecasting| financial modelling| strategic planning| revenue assurance| analysis| planning| forecast| budget analysis| reporting| sap| ifrs| strategic| financial models| statistical
technical architect,assembly language| six sigma| pmp| c| javascript| .net| html| oracle| python| sql
technical architect,native|rest|software development|ionic framework|mobile development|json|ios|cordova|android|sql
data analyst,excel| data cleansing| vba| advanced excel| data visualization| data architecture| reporting tools
sales/business development manager,communication skills| sales| lead generation| digital media| print media| business development management| advertising| marketing
service/maintenance supervisor,production supervisor| supervision| production management| production supervising| team leader| electronics engineering| production support| electricals| electrical engineering
software developer,migration| windows administration| server administration
software developer,css|front end|accessibility|html5|ui development|mvc framework|javascript|html|adobe experience manager|grunt
sales/business development manager,corporate sales| commercial sales
software developer,react.js| ui developer| css| front end| user interface developer| html| angularjs| javascript
business analyst,managed services| consulting| workflow| software testing| advanced analytics| process optimization| business analyst| training and development
software developer,ms sql| computer science| asp.net| sql database| hardware networking
regional manager,market research| customer profiling| sales executive| marketing executive| distributors| business development| sales strategy| sales
head/vp/gm/national manager,project management| business strategy| monitoring| relationship management| it services| change management| business transformation| business analytics| information technology| portfolio management
data analyst,mis| data analysis| advanced excel
sales executive/officer,selindustrial sales| direct| new products| product| sr| indian
telesales/telemarketing executive/officer,cold calling| lead generation| business development| corporate tie ups| market research| market research analyst
software developer,angularjs| software development| java| scala| programmer| software engineer| javascript
content developer,social media| wordpress| content writing| relationship executive| web technologies| excel| business analyst| project management| production| business executive
centre head / branch head / club manager,sales| marketing manager| inside sales| gym| sales manager| marketing
sales executive/officer,direct sales| sales executive
associate/senior associate -,supervisor| hospitality| payroll| financial accounting| billing| management| auditing
sales/business development manager,business opportunity| business development| client servicing| customer relation| sales| business development manager| sales manager| crm| customer relationship| marketing management| mobile
software developer,redux|javascript|react.js|aws
associate/senior associate -,blended process| bpo| email support| call center| email process| customer care associate| customer care executive| chat| uk| non voice| email| us| international
hr executive,shortlisting| it recruitment| screening| hr| sourcing
software developer,technical support| flex| lan| application support| troubleshooting| coding| debugging| internship| financial services| analytical
r&d executive,front end| dft| eda| emulation| shell scripting| perl| tcl| vhdl| modelling| verilog
training manager,telesales| new client acquisition| outbound calling| sales achievement
system analyst,oracle e business suite| us payroll| implementation
client servicing/key account manager,ad sales| team management| analytical| ms office| manager ad sales| space selling| printing| programming| advertising| corporate
head/vp/gm,procurement|contract management|procurement management|transformation|innovation|strategic sourcing|service delivery|global procurement|global sourcing|strategic procurement|sourcing
software developer,computer science| sdk| android| publishing| mobile development| json| mobile applications| unit testing| ios| consumer goods
cost accountant,accounts receivable| financial management| tally erp| erp implementation| accounting| finance| account management
web designer,printing| print media| publishing| audio| graphics| html| javascript| layout| css3| jquery
recruitment executive,salary| communication skills| it recruitment| hiring| stakeholder management
software developer,wordpress| core php| javascript| php| joomla| php development| sql| magento
hr manager,payroll| iso| event management| employee engagement| back office| outsourcing| business strategy| ms office| counselling| monitoring
sales/business development manager,dealer management| channel sales| key account management| retail sales
sales/business development manager,direct sales| relationship management| area sales| channel sales| presentation skills| business executive
sales/business development,excel| analytical skills| mis reporting| market research| communication skills
accounts executive/accountant,executive| accounts
research scientist,team management| statistical software| project management| stata| operations research| project implementation| qualitative research| project reports| project planning| report writing
software developer,oracle plsql|asp.net|plsql|vb.net|net
financial analyst,customer service| excel| accounting| problem solving| commerce| ms office| computer skills
business analyst,project management| project planning
software developer,c++| unix| linux| networking| windows| python| data structures| open source| analytics| system programming
team lead/technical lead,plm| business process| 3d| web services| design development| presales| outsourcing| mcc| operations
project manager,technical coordinator| project management| presales| windows| rfp| sales engineering| civil engineering| recruitment
product/brand manager,trade marketing| marketing management| mba| marketing manager
recruitment manager,analyst| resource| manager
sales/business development manager,solution sales| technology management| sales strategy| customer service| technology solutions| management| business solutions
staff nurse,gnm| nursing
accounts executive/accountant,accounts receivable| team handling| accounts payable| tds| accounting| team leading| gst| senior accounts executive| accounts executive
software developer,xsd| mca| sql server| enterprise application| communications skills| people| asp net| sql| activex| application| net
neurologist,neurology| neuro
software developer,computer science| c| bsc| php| asp.net| configuring| technical support| monitoring| sql| ajax
purchase/vendor development manager,resource management| heavy engineering| operations| supply chain| team leading skills| procurement| logistics| problem solving| inventory management
retail store manager,store sales| retail sales| sales| cross selling| up selling| store supervisor
associate/senior associate -,procurement| sap| elevators| sap mm module
dba,database administration|financial services|finance|database design|sql queries|oracle dba|plsql|data modeling|management skills|performance tuning
sales executive/officer,customer service| showroom sales
client servicing/key account manager,mutual funds| life insurance| direct sales| banking| hni client handling| direct marketing| wealth management| selling| relationship management| insurance| branch sales| financial planning| portfolio management| branch banking
software developer,usage| backend| front end| basic| development| scalability| side| web technologies| hp data protector| application| web| optimization| design| database| developer
associate/senior associate -,customer service| inbound process
trainee,media relations| public relations| pr| branding| communication| online advertising| digital media
software developer,sql| html| mysql| ajax| jquery| cms| mvc| analytical| core php| javascript
content developer,vendor management| content development| operations management| data management| content writing| teaching| knowledge management| social media
sales/business development manager,english| telugu| kannada| education| educational qualification| tamil| retail training
head/vp/gm,internal control| vp| taxation| finance| budgeting
creative director,java| art| team training| data structures| spring boot| indesign| microservices| marketing| design| algorithms| brand development| illustrator| organization skills| photoshop| graphic designing
software developer,hrbp
client relationship manager,wealth management| mutual fund sales| sales| hni sales| cross selling| card sales| banking sales| loan sales
database architect/designer,bi architect| etl| security| data governance
sales/business development manager,guru| bde| bidding| business development executive| bid| freelancer| business developer
associate/senior associate -,technical support| outbound| service| comp| inbound calls| process| business executive| bonus| issue
associate/senior associate -,gujarati|kannada|marathi|inbound|call center|outbound calling
accounts executive/accountant,credit control
graphic designer,animator| illustration| texturing| maya| 2d animator| medical insurance| microsoft| gaming| game development
software developer,informatica| troubleshooting| automotive| oracle sql| developing| data quality| management| it| data warehousing| tools| sql| quality| computer science| application| web| service| design| design development| support
system analyst,data management| port| configuration| documentation| networking| instrumentation
software developer,cloud| oracle e business suite| java| r12| finance| technical| development| oracle erp| 11i| scm
product manager,change management| relationship building| downstream| lead generation| usage| time management| saas| focus| sales process| testing
associate/senior associate -,outbound| technical support| night shift| target| technical| inbound calls| service| bonus| business executive| comp
associate/senior associate -,international call center| back office| telecalling| customer care| domestic bpo| computer operating| domestic calling| voice process| data entry| international bpo
accounts executive/accountant,general accounting| data entry| microsoft excel| accounting software| management| word| it skills| senior executive| business executive
software developer,developer| php| mysql| ajax| jquery| mvc| zend framework| css3| pdf| object oriented programming
operations manager,shipping line| logistics| import| shipment| transportation| cargo| port| customs| debit note
software developer,jcl| cobol| cics| assembler| mainframe
process flow analyst,staffing| scheduling| rta| remediation| service level| usage| excel| workforce management| analytical| resource allocation
software developer,android application development| web technologies| version control| web development| web services
sales/business development manager,pharma| oncology| business development executive| zonal| business executive
software developer,angularjs| css| linq| html5| javascript| html| entity framework| sql server| asp.net mvc| web development
sales/business development,credit officers| capital advisors| risk management| administration| analysts| report generation| mortgage advisors| analytical skills
team lead/technical lead,distribution system| java| cloud computing| linux| saas| mongodb| aws| falcon| python
medical officer,biotechnology| microbiology| nursing| biomedical| nutrition| biochemistry| pharmacy| life sciences
accounts executive/accountant,vendor management| excel| ms excel| contract management| invoice processing| office administration| contracts| microsoft excel
regional manager,cv| pdf| business development manager| doc| box| sales executive| business executive
regional manager,pharma| medical representative| business executive| regional sales
audit manager,development| process| closing| team management| documents| mis| tat| audit documentation| receipt| reconciliation
reservations executive,bpo| call centre| voice process| inbound
recruitment executive,talent acquisition|us it recruitment|technical recruitment|us recruiter
software developer,rest| c| it| business executive| cv| mail| django| design| node js| php| developer| python
software developer,azure| adf
associate/senior associate -,senior design engineer| typing| science| paint shop
operations manager,pdf| windows| troubleshooting| mcse| microsoft| rfp| cisco| technical support| analytics| technical documentation
media planning executive/manager,media management| linkedin| social media| blogs| youtube| twitter| facebook| content
head/vp/gm,rabbitmq| java| angularjs| hibernate| agile| spring| distributed systems| sybase| sql
pharmacist/chemist/bio chemist,pilot| provident fund| networking| aviation| medical insurance| business executive
associate/senior associate -,chat process| wipro| customer service| chat support| customer support| amazon| fresher| ibm| accenture| frankfinn
trainee,marketing| branding| event management| brand management
associate/senior associate -,data science| analytics| sql| html| operations research| predictive modeling| android| qlikview| sas r| analyst
workman/foreman/technician,side| cable laying| electricals
accounts executive/accountant,administration| credit officers| report generation| analysts| data entry| risk management
merchandiser,product costing| apparel merchandising| wovens| sampling| production| vendor management| price negotiation
head/vp/gm,accounting| finance| auditing| taxation| tax audit| strategic planning| financial reporting| company accounts
software developer,hybris| sap hybris | telco accelerator
production manager,negotiation| purchase| time management| service| educational qualification| manager quality control| liaising| who
associate/senior associate -,outbound| night shift| recruitment| english| email| us shift| troubleshooting| technical support| comp| international bpo
sales/business development manager,it services| client handling| automation| sales| workflow| account management| sales executive| forecasting| new business development
associate/senior associate -,outbound| antivirus| customer service| sales| technical support executive| inbound voice process| us shift| technical support| comp| international bpo
it/networking,it infrastructure manager| it infrastructure management| network infrastructure management
sales/business development manager,cold calling| lead generation| business development executive| business executive
project manager,production support| application development| troubleshooting| it services| service management| ivr| cti| splunk| customer service| business operations
graphic/web designer,ui| javascript| jquery| photoshop| dhtml| css3| tool design| corel| support| creative
outside consultant,hedge funds| nav| accounting| finance| financial products| equity| derivatives| fund administration
software developer,c++| c| mdi| win32| vc++| mfc| dlls
finance executive,technology| finance| operations| human resources
interior designer,interior designing| fashion designing| fine arts| interior designer| team leading| coaching| team lead| people management| team management
commercial manager,fmcg| stores| logistics| supply chain| material management| techno commercial| cv| email| copyright| assistant manager commercial
software developer,coordinating| php| co| twitter| facebook| linkedin| maintaining| ajax| jquery
testing engineer,testing| test case execution| regression testing| defect management| monitor| support| writing
software developer,vsam| performance testing| jcl| test data| uat| file aid| endevor
fresher,mechanical| college| education| content writing| school| fluid mechanics| thermodynamics| part time| content creation| content development| mentor
software developer,blackberry| eclipse| mysql| development| gwt| android| testing| usage| regression| mobile| tools| database| automation| web| sqlite| android sdk| open source| mobile testing| wireshark| applications
software developer,computer science| ruby on rails| object oriented programming| business executive| scalability
testing engineer,middleware| virtualization| soa testing| testing| architecture
training manager,employee engagement|induction|behavioral trainer|trainer|training
sales executive/officer,customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| business development
client servicing/key account manager,marketing| planning| medical devices| market development| channel management| territory management| sales
software developer,information technology| android| email| copyright| solutions| design| mobile| developer| it| applications
recruitment executive,hr| technical hiring| recruitment| talent acquisition
sales executive/officer,software| sales executive activities| marketing
sales / bd manager,business development| software solution sales| dell| inside sales| software services| b2b sales| it solution sales| it sales| aws
software developer,erp| business process| payroll| bca| development| btech| technical| deployment| mca| core hr| client interfacing| business executive| cloud| analytical| design| effort estimation| agile methodology| agile| msc| applications
software developer,javascript| jquery| python| san| web development| recruitment| css3| front end| social media| ui development
intern,biotechnology| biology| microbiology| botany| nursing| biomedical| medical coding| medical coder| bioinformatics| biochemistry| pharmacy| pharma| zoology
software developer,unix| erp| project management| oracle| soa| technical| configuration| configuration management| testing| cad| customer support| it| microsoft| tracking| technical support| sql| plm| cloud| outsourcing| infrastructure| consulting| disaster recovery| support| architecture
software developer,php| coding| css| jquery| solid| web| javascript| ajax
recruitment executive,recruitment| screening| salary negotiation| sourcing| interviewing| hr| searching| technical recruitment
software developer,c| python| assembly language| developing| html| ajax| jquery| web| xml| linux| .net| json| mvc| api| oracle| website| development| testing| mobile| javascript| sql| xhtml| quality| six sigma| pmp| php
network administrator,it services| wireless| automation| wan| lan| ccna| ms office| rfp| cisco| auditing
webmaster,seo| website| html| social bookmarking| creation| guest| article submission| analysis| post| promotion
software developer,xml| javascript| php| btech| joomla| drupal| jquery| web| mysql| xhtml| cakephp| developer| ajax
associate/senior associate -,powerpoint|operations|root cause analysis|performance measurement|corrective action|primary skills|action plan|organization skills|wealth management|process improvement
software developer,aws| jenkins| linux
business analyst,computer science| usage| business analysis| analytical| project management| programming| windows| strategy development| information technology| monitoring
nurse,rmo| resident medical officer| cmo| duty doctor| medical officer.
team lead/technical lead,qa|java|automation|selenium
sales executive/officer,operations| showroom| stores| events| social media| loyalty programs| closing
associate/senior associate -,communication | php | mysql | lamp | oops | zend | ajax | jquery | linux | robust
team lead/technical lead,magneto| team handling| design development| writing skills| magento| php
training manager,software design| business analyst| business analysis| technical design| project management| software development life cycle| system design| test planning| business strategy
chief medical officer/head medical services,general medicine| internal medicine
software developer,java| html| sql| cloud| rest| tomcat| technical| application| jboss| architectures| applications
electrical engineer,vendor management| building construction| hotel construction| planning| execution| project management| commercial building| client management
fresher,medical coding| anatomy| biotechnology| hospital| nursing| gnm| nurse| staff nurse| life sciences| healthcare| pharma| medical
construction,building construction| civil
associate/senior associate -,interview coordination| learning| hr coordinator| hr coordination| learning management| hiring| hr| interviewing| ms office| training coordination| verbal communication| training management
email marketing manager,lead generation| data extraction| email marketing
system security,it audit| audit| it risk| network security| pci dss| security| it compliance| active directory| applications security
sales/business development,branch banking| mis| risk management| penetration| sales| operational risk| personal banking| nbfc| relationship building| anti money laundering
testing engineer,exploratory testing| regression testing| communication skills| loans| waterfall| web application testing| web technologies| manual testing| jira| functional testing
regional manager,product management| market analysis| administration| sales strategy| management| target| budgeting| branch
sales/business development manager,business development manager| presales| networking| business operations| evaluation| high performance computing| market| management| vendor| contract negotiations
software developer,analytical skills| training| vsam| jcl| db2| cobol| mentor| management
software developer,networking| cloud| virtualization| platform| java| python| c| c++| vim| openflow
graphic designer,printing| typing speed| dtp operator| illustrator| corel draw| ms office tools| power point presentation| logo design| print media| fine arts
software developer,psd| css| html| web development| ui developer| bootstrap| javascript| jquery
accounts executive/accountant,tally accounting package| finance| cash flow statement
recruitment executive,technical recruitment| us staffing| us recruitment| us it staffing| talent acquisition| recruitment| corporate hr
software developer,wpa| system integration| wireless| systems programming| c| developing| embedded software development| wi fi| debugging| embedded| programming
associate/senior associate -,bpo| customer support| customer service| voice process| blended process| call center| social media| email process
area sales manager,housing finance| housing loan| home loans| home finance
associate/senior associate -,international sales| bpo| international bpo| customer service| mba marketing fresher| international voice| sales executive| voice process| relationship executive| outbound sales| mba fresher| customer experience
accounts executive/accountant,bcom| finance| commerce| accountant| credit| accounts
documentation/shipping,export documentation| export assistant| export executive| documentation| shipment
administration services/medical facilities,negotiation| medical devices| public relations| nursing| apollo| promotional events| sales executive| business executive| counselling
recruitment executive,it hiring| hiring| recruitment consultant| recruitment| mass hiring| bulk hiring| social media| ta| sourcing
graphic/web designer,web designing| graphic designing
fresher,evaluator
sales executive/officer,ceramics| revenue generation| building material| sales executive activities| marketing freshers| sanitary ware| communication skills| marble| tiles| relationship management| sanitaryware| bathroom fittings
software developer,automation| web services| devops| aws| python
system analyst,git|deployment|release|salesforce|release management|deploy
system integration technician,devops| ruby| python
structural engineer,design|drafting|gds|structures|global delivery|assistant designer
direct marketing executive,customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| business development
recruitment executive,recruitment| san| staffing| french| management reporting| management| recruitment consulting| executive search| talent acquisition
front office/guest relations executive/manager,front office| guest relation| front office executive| interpersonal skills
technical architect,architect| managed services| cloud| architecting| windows| microsoft| sccm| sales consulting
solution architect / enterprise architect,microservices|cloud|aws|azure|solution architecture|solutioning|technical architect|kubernetes
sales/business development manager,basic| brand management| social media| marketing planning| management| digital marketing| inside sales| advertising| siebel crm| sales support
software developer,java| gradle| jenkins| maven| ant| git| continuous delivery| stash| build| puppet
testing engineer,automation| field testing| embedded testing| test case design
software developer,c#| asp.net| sql server| ssrs| ssis| stored procedures| tsql| javascript
software developer,objective c| ios| sqlite| parsing| rest| application development| database| api| ios development
web designer,web technologies| photoshop| html| jquery| ajax| css
project manager,project management| project manager| major| end| coach| petrochemical
head/vp/gm/national manager,sales head| sales| client relationships| b2b sales| corporate sales| bfsi sales
software developer,troubleshooting| analytics| sql| relationship management| information security| analytical| business continuity| operations| information technology| financial services
outside consultant,sd| mm
network administrator,network automation| report generation| network administration| solarwinds| network troubleshooting| network administrator| technical lead| automotive| software services
finance/budgeting manager,business models|impairment testing|purchase pricing allocation|business valuation|financial modelling|valuation models|price allocation
purchase executive,purchase| procurement
product/brand manager,production management| management| user acceptance testing
technical support engineer,powershell| c#| ecommerce| c| soa| technical support| project implementation| distributed systems| troubleshooting| aws
solution architect / enterprise architect,java|ariba sourcing|ood|web technologies|server architecture|saml|adfs|sql|ariba contracts|slp|javascript|client server|web services
sales coordinator,co ordinator| fresher| coordination| pharma| cre| customer service| back office operations
accounts executive/accountant,accounting entries| bank reconciliation statement| petty cash book| vendor reconciliation| journal entries| receipt| taxation| debit| stock reconciliation| banking| accountant| bcom| tally| accounts executive
outside consultant,sap abap consultant| java| jms| webmethods| sap abap| jdbc| edi| idoc
project manager,qa| devops| ms office tools| agile methodology| project planning| budgeting| forecasting| monitoring
team lead/technical lead,technical architect| java| azure| ruby on rails| c| cloud| webservices| aws| python
team lead/technical lead,html| xml| capacity planning| perl| ajax| technical documentation| service level| python| itsm| customer service
fresher,bpo| hiring| lpo| call center| kpo| data entry| bpo call center| communication skills| backend| bpo fresher| bpo voice| chat| domestic| domestic bpo| bpo executive| international call center| international bpo
fresher,bba| pgdm| branding| mca| sales management| advertising| bbm| mba| marcom| bcom| global marketing| promotions| bsc| sales| university| events| b.e| fresher| msc| b.tech| ba| communication
search engine optimisation /seo lead,google analytics| omniture| web analytics| seo
sales/business development manager,asset management| financial advisor| relationship| financial advisory| mutual funds| market| networking| business executive| recruitment| acquisition
graphic designer,visualiser| creative designing| illustrator| corel draw| print media| graphic designing| corporate branding| adobe creative suite
web designer,product design| interfaces| usability| ux| photoshop| user experience| web design| illustrator| products
associate/senior associate -,customer service executive| international bpo| international voice process| amadeus| isc| international call center| international voice| cbse
sales/business development manager,erp| client management| hotel management| sms| proposal preparation| relationship marketing| sales| marketing
marketing manager,digital media| san| sales| social media| analytical| e commerce| accounts manager| web designing| customer service| creative content
head/vp/gm,service tax| statutory audit| tds| finance| pf| financial accounting| accounting software| taxation| accounts finalisation| auditing
project manager,pmo| project management| project| project planning| execution| monitoring| control| project communication| project accounting| biologics| constructions| operations| scheduling| tracking| pmp
associate/senior associate -,customer service representative| domestic bpo| voice process| csr| bpo fresher| cse| call center| bpo customer service| customer service executive
sales executive/officer,cold calling| b2b| purchase| sales| social media| consultancy| business development executive| research| powerpoint
software developer,java| c++| c| sdlc
system administrator,ftp| citrix xendesktop| active directory| dns| windows| troubleshooting| microsoft| virtualization| dhcp| wintel
sales executive/officer,sales| marketing planning| business planning| field| retail sales| sales executive| area sales manager| field work| field executive| field officer| marketing executive
associate/senior associate -,english| call centre executive| tech support executive| bpo executive
graphic designer,design| corel draw| graphic designing| photoshop| graphic designer
chartered accountant,accounting| finance| tax audit| taxation| gst| tds| returns| cash flow| tally| reconciliation| vendor management| fund flow| income tax
recruitment executive,us it recruiter| us it recruitment| us technical recruiter| w2| us it staffing
sales/business development manager,educational sales|lead generation|business development|institutional sales|sales
sales/business development manager,customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| business development
material management executive/manager,commercial activities| raw material| sheet metal
warehouse manager,security| process| indexing| tat| safety| activities| housekeeping| warehouse| inventory management| forms
testing engineer,automation testing| test reporting| ixia| spirent| regression testing| bug reporting| perl| cisco| python| scripting
program manager,relationship management| erp| team management| project management| consulting| system integration| business planning| presales| microsoft dynamics| client management
finance executive,o2c| service level| accounting| finance| client servicing| product quality| accounts receivable| journal entries| cash applications
relationship executive,consulting| training
analytics manager,marketing analytics| sas| business partnering| machine learning| r| linear regression| clustering| statistical modeling| logistic regression| advanced analytics| artificial intelligence| deep learning| forecasting
fresher,international voice process| international call center| semi voice| voice process| us shift| uk shift
recruitment executive,recruitment| it recruiter| technical recruiter| non it recruiter| hr recruiter| placement recruiter| manpower recruiter| gurgaon
events/promotion manager,trade| online media| usage| media strategy| social media| brand awareness| research| management| business executive| analytics
system integration technician,integration| web technologies| technical design| system integration| web services
r&d executive,autocad| cad| engineering design| cfd| design engineering| mechanical| hvac design| mep| macros| mechanical engineering
sales executive/officer,plumbing| mep| fresher| mechanical engineering| mba fresher| building material| water treatment| waterproofing| fire fighting
associate/senior associate -,bpo| outbound| night shift| troubleshooting| technical support| international bpo
design engineer,project management| procurement management| safety audit| roads| highways| highway engineering| road safety| design engineering
marketing manager,computer operator| workflow| computer data entry operator| process coordinator| excel| electrical equipments| team coordination| typing speed| management| transformers
process flow analyst,team leading|quality audit|process improvement|customer relationship|people development|program delivery|subject matter expertise|project control|process quality|quality monitoring
accounts executive/accountant,statutory audit| auditing| accounting| internal audit
production manager,qa| qc| quality check| quality
formulation scientist,organic chemistry| msc| d| fr
team leader -,metadata| staffing| analytical| employee engagement| workflow| windows| research| consumer electronics
technical architect,spring boot| git| jdbc| cloud computing| jira| core java| docker
sales executive/officer,development| erp| crm| channel partners| lead generation| developing| marketing support| sales| channel marketing
accounts executive/accountant,service tax| tds| sap| mba finance| bank reconciliation| tally erp| salary preparation| sales tax| accounts executive| balance sheet
accounts executive/accountant,ledger| book keeping| accountant| cash flow| freight| reconciliation
software developer,.net| azure| entity framework| angularjs| powershell| mvc| c#| asp| asp.net mvc
sales/business development manager,agency| flex| http| cvs| management| setup| channel head| sharing| insurance| senior management
hr executive,digital| head hunting| hr recruiter| hiring| bulk hiring| hr| human resource management| it hiring| recruitment consultant| recruitment| campus hiring| internet
client relationship manager,sales| relationship management
telecalling/telemarketing executive,help desk| customer service| data analysis| customer relationship| access controls| vendor management
sales executive/officer,accessories| transactions| computer skills| purchase| installation| school| windows| automotive| wholesale
functional outside consultant,ar| o2c| accounts receivable| bom| r12| oracle apps functional| brd| frd| ap| accounts payable| wip
software developer,application development|business process|guidewire policycenter developer|guidewire|integration|configuration|gosu scripting|java enterprise edition|java coding
area sales manager,revenue generation| real estate| team handling| business development| land acquisition| jv| sales| field sales| general manager| target achievement| sales manager| joint venture| approvals| negotiation| survey| properties| direct sales
business analyst,bd|integration|strategy|business development
sales/business development manager,linkedin| business development manager| account development| customer executive| vice president| jd edwards| technology solutions| oracle| crm| sales account
media planning executive/manager,video editing| video
testing engineer,jenkins| docker| devops| test engineering| selenium testing| ansible
regional manager,sales| team management| cross selling| retention| team training| btl activation| interpersonal skills| analytical skills| third party| home loans| housing loans
software developer,coding| iso| information security| sdlc| system administration| product management| ariba| testing tools| emea| network engineering
medical representative,pharma sales| mr| sales marketing pharma
marketing manager,customer service| help desk| information| telephony support| customer relationship| access controls| vendor management| asset management
sales executive/officer,retail sales| sales| marketing initiatives| general administration| cross selling| stock management| store management| market intelligence| back office
associate/senior associate -,outbound| antivirus| technical support| voice process| mass hiring| sales| spot| inbound calls| us shift| comp
software developer,business process| xml| eclipse| javascript| test scenarios| workflow| succession planning| json| medical insurance| salesforce
product/brand manager,assistant brand manager|senior brand manager|strategic brand promotion|brand sales manager|brand manager|strategic branding|brand development|strategic brand management|brand marketing manager
equity analyst,fund accounting| fund reconciliation| nav| investment banking| hedge funds
marketing manager,digital marketing| e mail marketing| marketing planing| email testing| market analyst| market developer
software developer,python| python developer
documentation/shipping,office coordination| office cordinator| office co ordinator| sales coordinator| marketing coordinator| purchase coordinator
chartered accountant,fixed assets| communication skills| physical verification| sap| vendor management| budgeting| variance analysis| fixed asset accounting
business alliances manager,optometerist.
accounts executive/accountant,sap| us gaap| reconciliation| payroll| automation| pdf| process documentation| accounting| wholesale| retail business
graphic/web designer,css| web technologies| illustrator| xhtml| photoshop| fireworks
associate/senior associate -,customer service| international call center| cce| captive unit| customer support| us shifts| uk shifts| communication skills| inbound| voice process| outbound| cso| international voice process
sales executive/officer,frozen food| food processing| food technology| biscuits| cakes| confectionery| bakery| spices| food| fast food| sales
associate/senior associate -,international voice process| technical support| it support| technical analyst| network troubleshooting| application support| it helpdesk| server support
hod,medical| teaching| jee| physics| coaching
accounts manager,tds| export import| service tax| gst| auditing| returns| income tax| accounts| accounting| taxation| accounts manager| ca
software developer,unix| c++| application support| coding| analytical| banking| lan| stored procedures| sdlc| financial services
software developer,c#| csharp| dotnet| asp.net| c#.net| .net| sql server
system administrator,automation| tomcat| linux| rdbms| mysql| dns| workflow| windows| apache| python
training manager,customer service| help desk| information| telephony support| customer relationship| access controls| vendor management| asset management
manager marketing,startup| marketing manager| marketing management| team management| product marketing| b2b marketing| content development| content marketing| blog posting| social media marketing
executive/ sr executive,receptionist| administration| front desk| front office| front office management| email writing| communication
software developer,server| apache| linux| php mysql| development| analytical| level| administration| ssh| system administration| postgresql| php
research associate,capitaliq|service delivery|consulting|business development|thomsonone|strategy|research
merchandiser,international marketing| textile| merchandising| export marketing| export sales
branch manager,life insurance| branch management| team handling| branch manager| assistant branch manager| deputy branch manager| territory manager| branch head
associate/senior associate -,bpo| csr| customer relationship| technical support engineer| inbound| customer service| customer care| call center| customer support| tsr| outbound| client relationship| technical service| customer support officer
software developer,xml schema| javascript| agile| scrum| thunderhead| business analysis
telecalling/telemarketing executive,customer service| service quality| calling| inbound
software developer,apache| wordpress| drupal| configuration| cms| joomla| html| symfony| magento
software developer,cyber security| information security| vulnerability| splunk| risk management
recruitment executive,it recruitment| sourcing| screening| head hunting| interviewing| hiring| mapping| social networking| client relationship| customer satisfaction
product manager,internet marketing| seo| content management| link building| html| web analytics| search engine| keyword research| algorithms| search engine marketing
sales/business development manager,business generation| life insurance| associate partner| distribution| territory| sales| channel sales| channel development| ba| business associates| agency| tied
team lead/technical lead,development manager| information security| information technology| computer science| cloud computing| front end| scrum| business solutions| css3| python
software developer,android| java| api| application development| application design| ui development
software developer,soa| coding| mvc| it services| cloud security| infrastructure management| it| ips| spring| product engineering| application| application programming| infrastructure| software services
recruitment executive,recruitment| hr| bpo recruitment| hr recruiter| recruiter| talent acquisition
system security,cyber security| oscp| vpn| penetration testing| network security| owasp| vapt| information security| vulnerability assessment| firewall
purchase/vendor development manager,scm| com| customer service| logistics| project management| tools| supply chain| analytical| supply chain management| risk management
software developer,asp.net|c#|azure|.net|web services|oops|web development|web technologies|detail design|design development|webapi
associate/senior associate -,technical support| night shift| senior technical support associate| bonus| international bpo| inbound calls| issue| software
recruitment executive,excel| staffing| social networking| interview scheduling
branch manager,branch manager parcel service bangalore branch
